"FinancialYear","HBT","HBTQF","Dataset","DatasetQF","LengthOfStay","NumberOfStays"
"2003/04","S08000022"," ","SMR04"," ","< 1 day",30
"2003/04","S08000022"," ","SMR04"," ","1 - 7 days",545
"2003/04","S08000022"," ","SMR04"," ","8 - 28 days",655
"2003/04","S08000022"," ","SMR04"," ","29 days - 6 months",455
"2003/04","S08000022"," ","SMR04"," ","> 6 months",105
"2003/04","S08000022"," ","Total","d","< 1 day",215
"2003/04","S08000022"," ","Total","d","1 - 7 days",1025
"2003/04","S08000022"," ","Total","d","8 - 28 days",800
"2003/04","S08000022"," ","Total","d","29 days - 6 months",535
"2003/04","S08000022"," ","Total","d","> 6 months",125
"2003/04","S08000032"," ","SMR01"," ","< 1 day",150
"2003/04","S08000032"," ","SMR01"," ","1 - 7 days",445
"2003/04","S08000032"," ","SMR01"," ","8 - 28 days",125
"2003/04","S08000032"," ","SMR01"," ","29 days - 6 months",75
"2003/04","S08000032"," ","SMR01"," ","> 6 months",5
"2003/04","S08000032"," ","SMR04"," ","< 1 day",55
"2003/04","S08000032"," ","SMR04"," ","1 - 7 days",615
"2003/04","S08000032"," ","SMR04"," ","8 - 28 days",940
"2003/04","S08000032"," ","SMR04"," ","29 days - 6 months",750
"2003/04","S08000032"," ","SMR04"," ","> 6 months",125
"2003/04","S08000032"," ","Total","d","< 1 day",205
"2003/04","S08000032"," ","Total","d","1 - 7 days",1060
"2003/04","S08000032"," ","Total","d","8 - 28 days",1065
"2003/04","S08000032"," ","Total","d","29 days - 6 months",825
"2003/04","S08000032"," ","Total","d","> 6 months",130
"2003/04","S08000024"," ","SMR01"," ","< 1 day",235
"2003/04","S08000024"," ","SMR01"," ","1 - 7 days",520
"2003/04","S08000024"," ","SMR01"," ","8 - 28 days",200
"2003/04","S08000024"," ","SMR01"," ","29 days - 6 months",180
"2003/04","S08000024"," ","SMR01"," ","> 6 months",5
"2003/04","S08000024"," ","SMR04"," ","< 1 day",75
"2003/04","S08000024"," ","SMR04"," ","1 - 7 days",1015
"2003/04","S08000024"," ","SMR04"," ","8 - 28 days",1580
"2003/04","S08000024"," ","SMR04"," ","29 days - 6 months",1170
"2003/04","S08000024"," ","SMR04"," ","> 6 months",285
"2003/04","S08000024"," ","Total","d","< 1 day",310
"2003/04","S08000024"," ","Total","d","1 - 7 days",1530
"2003/04","S08000024"," ","Total","d","8 - 28 days",1785
"2003/04","S08000024"," ","Total","d","29 days - 6 months",1350
"2003/04","S08000024"," ","Total","d","> 6 months",290
"2003/04","S08000025"," ","SMR01"," ","< 1 day",25
"2003/04","S08000025"," ","SMR01"," ","1 - 7 days",40
"2003/04","S08000025"," ","SMR01"," ","8 - 28 days",0
"2003/04","S08000025"," ","SMR01"," ","29 days - 6 months",5
"2003/04","S08000025"," ","SMR01"," ","> 6 months",0
"2003/04","S08000025"," ","SMR04"," ","< 1 day",0
"2003/04","S08000025"," ","SMR04"," ","1 - 7 days",0
"2003/04","S08000025"," ","SMR04"," ","8 - 28 days",0
"2003/04","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2003/04","S08000025"," ","SMR04"," ","> 6 months",0
"2003/04","S08000025"," ","Total","d","< 1 day",25
"2003/04","S08000025"," ","Total","d","1 - 7 days",40
"2003/04","S08000025"," ","Total","d","8 - 28 days",0
"2003/04","S08000025"," ","Total","d","29 days - 6 months",5
"2003/04","S08000025"," ","Total","d","> 6 months",0
"2003/04","S08000026"," ","SMR01"," ","< 1 day",40
"2003/04","S08000026"," ","SMR01"," ","1 - 7 days",40
"2003/04","S08000026"," ","SMR01"," ","8 - 28 days",5
"2003/04","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2003/04","S08000026"," ","SMR01"," ","> 6 months",0
"2003/04","S08000026"," ","SMR04"," ","< 1 day",0
"2003/04","S08000026"," ","SMR04"," ","1 - 7 days",0
"2003/04","S08000026"," ","SMR04"," ","8 - 28 days",0
"2003/04","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2003/04","S08000026"," ","SMR04"," ","> 6 months",0
"2003/04","S08000026"," ","Total","d","< 1 day",40
"2003/04","S08000026"," ","Total","d","1 - 7 days",40
"2003/04","S08000026"," ","Total","d","8 - 28 days",5
"2003/04","S08000026"," ","Total","d","29 days - 6 months",0
"2003/04","S08000026"," ","Total","d","> 6 months",0
"2003/04","S08000030"," ","SMR01"," ","< 1 day",145
"2003/04","S08000030"," ","SMR01"," ","1 - 7 days",205
"2003/04","S08000030"," ","SMR01"," ","8 - 28 days",95
"2003/04","S08000030"," ","SMR01"," ","29 days - 6 months",70
"2003/04","S08000030"," ","SMR01"," ","> 6 months",15
"2003/04","S08000030"," ","SMR04"," ","< 1 day",35
"2003/04","S08000030"," ","SMR04"," ","1 - 7 days",580
"2003/04","S08000030"," ","SMR04"," ","8 - 28 days",680
"2003/04","S08000030"," ","SMR04"," ","29 days - 6 months",635
"2003/04","S08000030"," ","SMR04"," ","> 6 months",170
"2003/04","S08000030"," ","Total","d","< 1 day",180
"2003/04","S08000030"," ","Total","d","1 - 7 days",790
"2003/04","S08000030"," ","Total","d","8 - 28 days",775
"2003/04","S08000030"," ","Total","d","29 days - 6 months",705
"2003/04","S08000030"," ","Total","d","> 6 months",185
"2003/04","S08000028"," ","SMR01"," ","< 1 day",40
"2003/04","S08000028"," ","SMR01"," ","1 - 7 days",105
"2003/04","S08000028"," ","SMR01"," ","8 - 28 days",65
"2003/04","S08000028"," ","SMR01"," ","29 days - 6 months",0
"2003/04","S08000028"," ","SMR01"," ","> 6 months",0
"2003/04","S08000028"," ","SMR04"," ","< 1 day",0
"2003/04","S08000028"," ","SMR04"," ","1 - 7 days",30
"2003/04","S08000028"," ","SMR04"," ","8 - 28 days",100
"2003/04","S08000028"," ","SMR04"," ","29 days - 6 months",40
"2003/04","S08000028"," ","SMR04"," ","> 6 months",10
"2003/04","S08000028"," ","Total","d","< 1 day",40
"2003/04","S08000028"," ","Total","d","1 - 7 days",135
"2003/04","S08000028"," ","Total","d","8 - 28 days",160
"2003/04","S08000028"," ","Total","d","29 days - 6 months",40
"2003/04","S08000028"," ","Total","d","> 6 months",10
"2003/04","SB0802"," ","SMR01"," ","< 1 day",0
"2003/04","SB0802"," ","SMR01"," ","1 - 7 days",0
"2003/04","SB0802"," ","SMR01"," ","8 - 28 days",0
"2003/04","SB0802"," ","SMR01"," ","29 days - 6 months",0
"2003/04","SB0802"," ","SMR01"," ","> 6 months",0
"2003/04","SB0802"," ","SMR04"," ","< 1 day",0
"2003/04","SB0802"," ","SMR04"," ","1 - 7 days",0
"2003/04","SB0802"," ","SMR04"," ","8 - 28 days",0
"2003/04","SB0802"," ","SMR04"," ","29 days - 6 months",15
"2003/04","SB0802"," ","SMR04"," ","> 6 months",20
"2003/04","SB0802"," ","Total","d","< 1 day",0
"2003/04","SB0802"," ","Total","d","1 - 7 days",0
"2003/04","SB0802"," ","Total","d","8 - 28 days",0
"2003/04","SB0802"," ","Total","d","29 days - 6 months",15
"2003/04","SB0802"," ","Total","d","> 6 months",20
"2003/04","S92000003","d","SMR01"," ","< 1 day",1680
"2003/04","S92000003","d","SMR01"," ","1 - 7 days",4435
"2003/04","S92000003","d","SMR01"," ","8 - 28 days",1625
"2003/04","S92000003","d","SMR01"," ","29 days - 6 months",1005
"2003/04","S92000003","d","SMR01"," ","> 6 months",75
"2003/04","S92000003","d","SMR04"," ","< 1 day",480
"2003/04","S92000003","d","SMR04"," ","1 - 7 days",6450
"2003/04","S92000003","d","SMR04"," ","8 - 28 days",8870
"2003/04","S92000003","d","SMR04"," ","29 days - 6 months",7465
"2003/04","S92000003","d","SMR04"," ","> 6 months",1835
"2003/04","S92000003","d","Total","d","< 1 day",2160
"2003/04","S92000003","d","Total","d","1 - 7 days",10885
"2003/04","S92000003","d","Total","d","8 - 28 days",10495
"2003/04","S92000003","d","Total","d","29 days - 6 months",8470
"2003/04","S92000003","d","Total","d","> 6 months",1905
"2004/05","SB0801"," ","SMR01"," ","< 1 day",0
"2004/05","SB0801"," ","SMR01"," ","1 - 7 days",0
"2004/05","SB0801"," ","SMR01"," ","8 - 28 days",0
"2004/05","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2004/05","SB0801"," ","SMR01"," ","> 6 months",0
"2004/05","SB0801"," ","SMR04"," ","< 1 day",0
"2004/05","SB0801"," ","SMR04"," ","1 - 7 days",0
"2004/05","SB0801"," ","SMR04"," ","8 - 28 days",0
"2004/05","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2004/05","SB0801"," ","SMR04"," ","> 6 months",0
"2004/05","SB0801"," ","Total","d","< 1 day",0
"2004/05","SB0801"," ","Total","d","1 - 7 days",0
"2004/05","SB0801"," ","Total","d","8 - 28 days",0
"2004/05","SB0801"," ","Total","d","29 days - 6 months",0
"2004/05","SB0801"," ","Total","d","> 6 months",0
"2004/05","S08000015"," ","SMR01"," ","< 1 day",215
"2004/05","S08000015"," ","SMR01"," ","1 - 7 days",465
"2004/05","S08000015"," ","SMR01"," ","8 - 28 days",155
"2004/05","S08000015"," ","SMR01"," ","29 days - 6 months",35
"2004/05","S08000015"," ","SMR01"," ","> 6 months",0
"2004/05","S08000015"," ","SMR04"," ","< 1 day",45
"2004/05","S08000015"," ","SMR04"," ","1 - 7 days",580
"2004/05","S08000015"," ","SMR04"," ","8 - 28 days",605
"2004/05","S08000015"," ","SMR04"," ","29 days - 6 months",560
"2004/05","S08000015"," ","SMR04"," ","> 6 months",100
"2004/05","S08000015"," ","Total","d","< 1 day",260
"2004/05","S08000015"," ","Total","d","1 - 7 days",1045
"2004/05","S08000015"," ","Total","d","8 - 28 days",765
"2004/05","S08000015"," ","Total","d","29 days - 6 months",595
"2004/05","S08000015"," ","Total","d","> 6 months",105
"2004/05","S08000016"," ","SMR01"," ","< 1 day",60
"2004/05","S08000016"," ","SMR01"," ","1 - 7 days",115
"2004/05","S08000016"," ","SMR01"," ","8 - 28 days",50
"2004/05","S08000016"," ","SMR01"," ","29 days - 6 months",25
"2004/05","S08000016"," ","SMR01"," ","> 6 months",0
"2004/05","S08000016"," ","SMR04"," ","< 1 day",15
"2004/05","S08000016"," ","SMR04"," ","1 - 7 days",220
"2004/05","S08000016"," ","SMR04"," ","8 - 28 days",255
"2004/05","S08000016"," ","SMR04"," ","29 days - 6 months",145
"2004/05","S08000016"," ","SMR04"," ","> 6 months",50
"2004/05","S08000016"," ","Total","d","< 1 day",75
"2004/05","S08000016"," ","Total","d","1 - 7 days",335
"2004/05","S08000016"," ","Total","d","8 - 28 days",305
"2004/05","S08000016"," ","Total","d","29 days - 6 months",170
"2004/05","S08000016"," ","Total","d","> 6 months",50
"2004/05","S08000017"," ","SMR01"," ","< 1 day",35
"2004/05","S08000017"," ","SMR01"," ","1 - 7 days",100
"2004/05","S08000017"," ","SMR01"," ","8 - 28 days",45
"2004/05","S08000017"," ","SMR01"," ","29 days - 6 months",10
"2004/05","S08000017"," ","SMR01"," ","> 6 months",0
"2004/05","S08000017"," ","SMR04"," ","< 1 day",25
"2004/05","S08000017"," ","SMR04"," ","1 - 7 days",200
"2004/05","S08000017"," ","SMR04"," ","8 - 28 days",195
"2004/05","S08000017"," ","SMR04"," ","29 days - 6 months",205
"2004/05","S08000017"," ","SMR04"," ","> 6 months",35
"2004/05","S08000017"," ","Total","d","< 1 day",55
"2004/05","S08000017"," ","Total","d","1 - 7 days",300
"2004/05","S08000017"," ","Total","d","8 - 28 days",240
"2004/05","S08000017"," ","Total","d","29 days - 6 months",215
"2004/05","S08000017"," ","Total","d","> 6 months",35
"2004/05","S08000029"," ","SMR01"," ","< 1 day",45
"2004/05","S08000029"," ","SMR01"," ","1 - 7 days",100
"2004/05","S08000029"," ","SMR01"," ","8 - 28 days",50
"2004/05","S08000029"," ","SMR01"," ","29 days - 6 months",35
"2004/05","S08000029"," ","SMR01"," ","> 6 months",5
"2004/05","S08000029"," ","SMR04"," ","< 1 day",35
"2004/05","S08000029"," ","SMR04"," ","1 - 7 days",435
"2004/05","S08000029"," ","SMR04"," ","8 - 28 days",465
"2004/05","S08000029"," ","SMR04"," ","29 days - 6 months",460
"2004/05","S08000029"," ","SMR04"," ","> 6 months",100
"2004/05","S08000029"," ","Total","d","< 1 day",80
"2004/05","S08000029"," ","Total","d","1 - 7 days",540
"2004/05","S08000029"," ","Total","d","8 - 28 days",510
"2004/05","S08000029"," ","Total","d","29 days - 6 months",490
"2004/05","S08000029"," ","Total","d","> 6 months",105
"2004/05","S08000019"," ","SMR01"," ","< 1 day",50
"2004/05","S08000019"," ","SMR01"," ","1 - 7 days",165
"2004/05","S08000019"," ","SMR01"," ","8 - 28 days",55
"2004/05","S08000019"," ","SMR01"," ","29 days - 6 months",20
"2004/05","S08000019"," ","SMR01"," ","> 6 months",0
"2004/05","S08000019"," ","SMR04"," ","< 1 day",40
"2004/05","S08000019"," ","SMR04"," ","1 - 7 days",270
"2004/05","S08000019"," ","SMR04"," ","8 - 28 days",345
"2004/05","S08000019"," ","SMR04"," ","29 days - 6 months",370
"2004/05","S08000019"," ","SMR04"," ","> 6 months",90
"2004/05","S08000019"," ","Total","d","< 1 day",90
"2004/05","S08000019"," ","Total","d","1 - 7 days",435
"2004/05","S08000019"," ","Total","d","8 - 28 days",400
"2004/05","S08000019"," ","Total","d","29 days - 6 months",390
"2004/05","S08000019"," ","Total","d","> 6 months",90
"2004/05","S08000020"," ","SMR01"," ","< 1 day",105
"2004/05","S08000020"," ","SMR01"," ","1 - 7 days",390
"2004/05","S08000020"," ","SMR01"," ","8 - 28 days",165
"2004/05","S08000020"," ","SMR01"," ","29 days - 6 months",80
"2004/05","S08000020"," ","SMR01"," ","> 6 months",5
"2004/05","S08000020"," ","SMR04"," ","< 1 day",40
"2004/05","S08000020"," ","SMR04"," ","1 - 7 days",465
"2004/05","S08000020"," ","SMR04"," ","8 - 28 days",600
"2004/05","S08000020"," ","SMR04"," ","29 days - 6 months",655
"2004/05","S08000020"," ","SMR04"," ","> 6 months",150
"2004/05","S08000020"," ","Total","d","< 1 day",140
"2004/05","S08000020"," ","Total","d","1 - 7 days",855
"2004/05","S08000020"," ","Total","d","8 - 28 days",765
"2004/05","S08000020"," ","Total","d","29 days - 6 months",735
"2004/05","S08000020"," ","Total","d","> 6 months",155
"2004/05","S08000031"," ","SMR01"," ","< 1 day",315
"2004/05","S08000031"," ","SMR01"," ","1 - 7 days",1210
"2004/05","S08000031"," ","SMR01"," ","8 - 28 days",460
"2004/05","S08000031"," ","SMR01"," ","29 days - 6 months",275
"2004/05","S08000031"," ","SMR01"," ","> 6 months",15
"2004/05","S08000031"," ","SMR04"," ","< 1 day",70
"2004/05","S08000031"," ","SMR04"," ","1 - 7 days",1420
"2004/05","S08000031"," ","SMR04"," ","8 - 28 days",2220
"2004/05","S08000031"," ","SMR04"," ","29 days - 6 months",1885
"2004/05","S08000031"," ","SMR04"," ","> 6 months",470
"2004/05","S08000031"," ","Total","d","< 1 day",385
"2004/05","S08000031"," ","Total","d","1 - 7 days",2630
"2004/05","S08000031"," ","Total","d","8 - 28 days",2680
"2004/05","S08000031"," ","Total","d","29 days - 6 months",2160
"2004/05","S08000031"," ","Total","d","> 6 months",485
"2004/05","S08000022"," ","SMR01"," ","< 1 day",165
"2004/05","S08000022"," ","SMR01"," ","1 - 7 days",510
"2004/05","S08000022"," ","SMR01"," ","8 - 28 days",145
"2004/05","S08000022"," ","SMR01"," ","29 days - 6 months",65
"2004/05","S08000022"," ","SMR01"," ","> 6 months",15
"2004/05","S08000022"," ","SMR04"," ","< 1 day",25
"2004/05","S08000022"," ","SMR04"," ","1 - 7 days",425
"2004/05","S08000022"," ","SMR04"," ","8 - 28 days",620
"2004/05","S08000022"," ","SMR04"," ","29 days - 6 months",430
"2004/05","S08000022"," ","SMR04"," ","> 6 months",100
"2004/05","S08000022"," ","Total","d","< 1 day",190
"2004/05","S08000022"," ","Total","d","1 - 7 days",935
"2004/05","S08000022"," ","Total","d","8 - 28 days",760
"2004/05","S08000022"," ","Total","d","29 days - 6 months",495
"2004/05","S08000022"," ","Total","d","> 6 months",120
"2004/05","S08000032"," ","SMR01"," ","< 1 day",145
"2004/05","S08000032"," ","SMR01"," ","1 - 7 days",440
"2004/05","S08000032"," ","SMR01"," ","8 - 28 days",120
"2004/05","S08000032"," ","SMR01"," ","29 days - 6 months",70
"2004/05","S08000032"," ","SMR01"," ","> 6 months",10
"2004/05","S08000032"," ","SMR04"," ","< 1 day",45
"2004/05","S08000032"," ","SMR04"," ","1 - 7 days",670
"2004/05","S08000032"," ","SMR04"," ","8 - 28 days",925
"2004/05","S08000032"," ","SMR04"," ","29 days - 6 months",770
"2004/05","S08000032"," ","SMR04"," ","> 6 months",155
"2004/05","S08000032"," ","Total","d","< 1 day",195
"2004/05","S08000032"," ","Total","d","1 - 7 days",1110
"2004/05","S08000032"," ","Total","d","8 - 28 days",1050
"2004/05","S08000032"," ","Total","d","29 days - 6 months",840
"2004/05","S08000032"," ","Total","d","> 6 months",160
"2004/05","S08000024"," ","SMR01"," ","< 1 day",235
"2004/05","S08000024"," ","SMR01"," ","1 - 7 days",485
"2004/05","S08000024"," ","SMR01"," ","8 - 28 days",170
"2004/05","S08000024"," ","SMR01"," ","29 days - 6 months",170
"2004/05","S08000024"," ","SMR01"," ","> 6 months",15
"2004/05","S08000024"," ","SMR04"," ","< 1 day",75
"2004/05","S08000024"," ","SMR04"," ","1 - 7 days",1155
"2004/05","S08000024"," ","SMR04"," ","8 - 28 days",1495
"2004/05","S08000024"," ","SMR04"," ","29 days - 6 months",1125
"2004/05","S08000024"," ","SMR04"," ","> 6 months",320
"2004/05","S08000024"," ","Total","d","< 1 day",310
"2004/05","S08000024"," ","Total","d","1 - 7 days",1640
"2004/05","S08000024"," ","Total","d","8 - 28 days",1665
"2004/05","S08000024"," ","Total","d","29 days - 6 months",1295
"2004/05","S08000024"," ","Total","d","> 6 months",330
"2004/05","S08000025"," ","SMR01"," ","< 1 day",20
"2004/05","S08000025"," ","SMR01"," ","1 - 7 days",50
"2004/05","S08000025"," ","SMR01"," ","8 - 28 days",5
"2004/05","S08000025"," ","SMR01"," ","29 days - 6 months",5
"2004/05","S08000025"," ","SMR01"," ","> 6 months",0
"2004/05","S08000025"," ","SMR04"," ","< 1 day",0
"2004/05","S08000025"," ","SMR04"," ","1 - 7 days",0
"2004/05","S08000025"," ","SMR04"," ","8 - 28 days",0
"2004/05","S08000025"," ","SMR04"," ","29 days - 6 months",0
"2004/05","S08000025"," ","SMR04"," ","> 6 months",0
"2004/05","S08000025"," ","Total","d","< 1 day",20
"2004/05","S08000025"," ","Total","d","1 - 7 days",50
"2004/05","S08000025"," ","Total","d","8 - 28 days",5
"2004/05","S08000025"," ","Total","d","29 days - 6 months",5
"2004/05","S08000025"," ","Total","d","> 6 months",0
"2004/05","S08000026"," ","SMR01"," ","< 1 day",30
"2004/05","S08000026"," ","SMR01"," ","1 - 7 days",35
"2004/05","S08000026"," ","SMR01"," ","8 - 28 days",0
"2004/05","S08000026"," ","SMR01"," ","29 days - 6 months",0
"2004/05","S08000026"," ","SMR01"," ","> 6 months",0
"2004/05","S08000026"," ","SMR04"," ","< 1 day",0
"2004/05","S08000026"," ","SMR04"," ","1 - 7 days",0
"2004/05","S08000026"," ","SMR04"," ","8 - 28 days",0
"2004/05","S08000026"," ","SMR04"," ","29 days - 6 months",0
"2004/05","S08000026"," ","SMR04"," ","> 6 months",0
"2004/05","S08000026"," ","Total","d","< 1 day",30
"2004/05","S08000026"," ","Total","d","1 - 7 days",35
"2004/05","S08000026"," ","Total","d","8 - 28 days",0
"2004/05","S08000026"," ","Total","d","29 days - 6 months",0
"2004/05","S08000026"," ","Total","d","> 6 months",0
"2004/05","S08000030"," ","SMR01"," ","< 1 day",110
"2004/05","S08000030"," ","SMR01"," ","1 - 7 days",170
"2004/05","S08000030"," ","SMR01"," ","8 - 28 days",100
"2004/05","S08000030"," ","SMR01"," ","29 days - 6 months",80
"2004/05","S08000030"," ","SMR01"," ","> 6 months",5
"2004/05","S08000030"," ","SMR04"," ","< 1 day",25
"2004/05","S08000030"," ","SMR04"," ","1 - 7 days",555
"2004/05","S08000030"," ","SMR04"," ","8 - 28 days",550
"2004/05","S08000030"," ","SMR04"," ","29 days - 6 months",585
"2004/05","S08000030"," ","SMR04"," ","> 6 months",185
"2004/05","S08000030"," ","Total","d","< 1 day",135
"2004/05","S08000030"," ","Total","d","1 - 7 days",725
"2004/05","S08000030"," ","Total","d","8 - 28 days",650
"2004/05","S08000030"," ","Total","d","29 days - 6 months",665
"2004/05","S08000030"," ","Total","d","> 6 months",190
"2004/05","S08000028"," ","SMR01"," ","< 1 day",35
"2004/05","S08000028"," ","SMR01"," ","1 - 7 days",105
"2004/05","S08000028"," ","SMR01"," ","8 - 28 days",45
"2004/05","S08000028"," ","SMR01"," ","29 days - 6 months",5
"2004/05","S08000028"," ","SMR01"," ","> 6 months",0
"2004/05","S08000028"," ","SMR04"," ","< 1 day",0
"2004/05","S08000028"," ","SMR04"," ","1 - 7 days",40
"2004/05","S08000028"," ","SMR04"," ","8 - 28 days",60
"2004/05","S08000028"," ","SMR04"," ","29 days - 6 months",35
"2004/05","S08000028"," ","SMR04"," ","> 6 months",10
"2004/05","S08000028"," ","Total","d","< 1 day",35
"2004/05","S08000028"," ","Total","d","1 - 7 days",145
"2004/05","S08000028"," ","Total","d","8 - 28 days",110
"2004/05","S08000028"," ","Total","d","29 days - 6 months",40
"2004/05","S08000028"," ","Total","d","> 6 months",10
"2004/05","SB0802"," ","SMR01"," ","< 1 day",0
"2004/05","SB0802"," ","SMR01"," ","1 - 7 days",0
