"FinancialYear","HBR","HBRQF","AgeGroup","Sex","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF"
"2018/19","S08000016"," ","0-17 years","Female","Total","d",35," ","332.07"," ",20," ","189.75"," "
"2018/19","S08000016"," ","18-24 years","Male","Total","d",15," ","370.83"," ",10," ","247.22"," "
"2018/19","S08000016"," ","18-24 years","Female","Total","d",20," ","525.62"," ",15," ","394.22"," "
"2018/19","S08000016"," ","25-39 years","Male","Total","d",75," ","961.17"," ",45," ","576.7"," "
"2018/19","S08000016"," ","25-39 years","Female","Total","d",60," ","707.38"," ",40," ","471.59"," "
"2018/19","S08000016"," ","40-64 years","Male","Total","d",160," ","790.9"," ",75," ","370.74"," "
"2018/19","S08000016"," ","40-64 years","Female","Total","d",115," ","538.19"," ",70," ","327.59"," "
"2018/19","S08000016"," ","65plus years","Male","Total","d",150," ","1152.34"," ",80," ","614.58"," "
"2018/19","S08000016"," ","65plus years","Female","Total","d",225," ","1491.45"," ",105," ","696.01"," "
"2018/19","S08000017"," ","0-17 years","Male","Total","d",10," ","74.42"," ",10," ","74.42"," "
"2018/19","S08000017"," ","0-17 years","Female","Total","d",40," ","310.32"," ",25," ","193.95"," "
"2018/19","S08000017"," ","18-24 years","Male","Total","d",20," ","365.03"," ",20," ","365.03"," "
"2018/19","S08000017"," ","18-24 years","Female","Total","d",65," ","1310.22"," ",15," ","302.36"," "
"2018/19","S08000017"," ","25-39 years","Male","Total","d",105," ","980.12"," ",60," ","560.07"," "
"2018/19","S08000017"," ","25-39 years","Female","Total","d",160," ","1399.83"," ",50," ","437.45"," "
"2018/19","S08000017"," ","40-64 years","Male","Total","d",205," ","820.2"," ",110," ","440.11"," "
"2018/19","S08000017"," ","40-64 years","Female","Total","d",415," ","1536.7"," ",90," ","333.26"," "
"2018/19","S08000017"," ","65plus years","Male","Total","d",195," ","1101.88"," ",110," ","621.57"," "
"2018/19","S08000017"," ","65plus years","Female","Total","d",490," ","2427.91"," ",105," ","520.27"," "
"2018/19","S08000019"," ","0-17 years","Male","Total","d",30," ","98.6"," ",20," ","65.74"," "
"2018/19","S08000019"," ","0-17 years","Female","Total","d",40," ","139.03"," ",25," ","86.89"," "
"2018/19","S08000019"," ","18-24 years","Male","Total","d",80," ","577.66"," ",45," ","324.93"," "
"2018/19","S08000019"," ","18-24 years","Female","Total","d",60," ","451.16"," ",30," ","225.58"," "
"2018/19","S08000019"," ","25-39 years","Male","Total","d",260," ","977.15"," ",165," ","620.11"," "
"2018/19","S08000019"," ","25-39 years","Female","Total","d",240," ","843.44"," ",110," ","386.58"," "
"2018/19","S08000019"," ","40-64 years","Male","Total","d",500," ","965.01"," ",270," ","521.1"," "
"2018/19","S08000019"," ","40-64 years","Female","Total","d",250," ","457.75"," ",170," ","311.27"," "
"2018/19","S08000019"," ","65plus years","Male","Total","d",335," ","1265.49"," ",200," ","755.52"," "
"2018/19","S08000019"," ","65plus years","Female","Total","d",370," ","1164.88"," ",235," ","739.85"," "
"2018/19","S08000020"," ","0-17 years","Male","Total","d",15," ","26.27"," ",15," ","26.27"," "
"2018/19","S08000020"," ","0-17 years","Female","Total","d",30," ","55.33"," ",20," ","36.89"," "
"2018/19","S08000020"," ","18-24 years","Male","Total","d",100," ","400.59"," ",75," ","300.44"," "
"2018/19","S08000020"," ","18-24 years","Female","Total","d",110," ","457.3"," ",70," ","291.01"," "
"2018/19","S08000020"," ","25-39 years","Male","Total","d",365," ","577.28"," ",225," ","355.86"," "
"2018/19","S08000020"," ","25-39 years","Female","Total","d",305," ","506.39"," ",180," ","298.85"," "
"2018/19","S08000020"," ","40-64 years","Male","Total","d",640," ","659.24"," ",410," ","422.32"," "
"2018/19","S08000020"," ","40-64 years","Female","Total","d",410," ","418.73"," ",275," ","280.86"," "
"2018/19","S08000020"," ","65plus years","Male","Total","d",545," ","1127.22"," ",360," ","744.59"," "
"2018/19","S08000020"," ","65plus years","Female","Total","d",620," ","1080.05"," ",405," ","705.51"," "
"2018/19","S08000022"," ","0-17 years","Male","Total","d",25," ","82.51"," ",15," ","49.5"," "
"2018/19","S08000022"," ","0-17 years","Female","Total","d",35," ","121.24"," ",25," ","86.6"," "
"2018/19","S08000022"," ","18-24 years","Male","Total","d",80," ","620.44"," ",50," ","387.78"," "
"2018/19","S08000022"," ","18-24 years","Female","Total","d",90," ","868.31"," ",50," ","482.39"," "
"2018/19","S08000022"," ","25-39 years","Male","Total","d",265," ","1023.01"," ",175," ","675.57"," "
"2018/19","S08000022"," ","25-39 years","Female","Total","d",180," ","697.81"," ",115," ","445.82"," "
"2018/19","S08000022"," ","40-64 years","Male","Total","d",510," ","923.21"," ",290," ","524.96"," "
"2018/19","S08000022"," ","40-64 years","Female","Total","d",355," ","607.1"," ",215," ","367.68"," "
"2018/19","S08000022"," ","65plus years","Male","Total","d",370," ","1089.29"," ",220," ","647.69"," "
"2018/19","S08000022"," ","65plus years","Female","Total","d",480," ","1200.33"," ",275," ","687.69"," "
"2018/19","S08000024"," ","0-17 years","Male","Total","d",60," ","69.86"," ",50," ","58.22"," "
"2018/19","S08000024"," ","0-17 years","Female","Total","d",90," ","110.08"," ",60," ","73.39"," "
"2018/19","S08000024"," ","18-24 years","Male","Total","d",185," ","444.46"," ",125," ","300.31"," "
"2018/19","S08000024"," ","18-24 years","Female","Total","d",165," ","373.85"," ",95," ","215.25"," "
"2018/19","S08000024"," ","25-39 years","Male","Total","d",640," ","612.58"," ",395," ","378.08"," "
"2018/19","S08000024"," ","25-39 years","Female","Total","d",485," ","443.02"," ",260," ","237.49"," "
"2018/19","S08000024"," ","40-64 years","Male","Total","d",1080," ","770.23"," ",625," ","445.73"," "
"2018/19","S08000024"," ","40-64 years","Female","Total","d",930," ","645.25"," ",520," ","360.78"," "
"2018/19","S08000024"," ","65plus years","Male","Total","d",1305," ","2015.79"," ",665," ","1027.2"," "
"2018/19","S08000024"," ","65plus years","Female","Total","d",1865," ","2293.13"," ",905," ","1112.75"," "
"2018/19","S08000025"," ","0-17 years","Male","Total","d",0," ","0"," ",0," ","0"," "
"2018/19","S08000025"," ","0-17 years","Female","Total","d",10," ","512.03"," ",5," ","256.02"," "
"2018/19","S08000025"," ","18-24 years","Male","Total","d",5," ","615.76"," ",5," ","615.76"," "
"2018/19","S08000025"," ","18-24 years","Female","Total","d",5," ","780.03"," ",5," ","780.03"," "
"2018/19","S08000025"," ","25-39 years","Male","Total","d",15," ","843.64"," ",10," ","562.43"," "
"2018/19","S08000025"," ","25-39 years","Female","Total","d",5," ","264.13"," ",5," ","264.13"," "
"2018/19","S08000025"," ","40-64 years","Male","Total","d",25," ","636.94"," ",15," ","382.17"," "
"2018/19","S08000025"," ","40-64 years","Female","Total","d",15," ","382.75"," ",10," ","255.17"," "
"2018/19","S08000025"," ","65plus years","Male","Total","d",20," ","803.54"," ",10," ","401.77"," "
"2018/19","S08000025"," ","65plus years","Female","Total","d",5," ","182.15"," ",5," ","182.15"," "
"2018/19","S08000026"," ","0-17 years","Male","Total","d",0," ","0"," ",0," ","0"," "
"2018/19","S08000026"," ","0-17 years","Female","Total","d",5," ","223.51"," ",5," ","223.51"," "
"2018/19","S08000026"," ","18-24 years","Male","Total","d",5," ","538.21"," ",5," ","538.21"," "
"2018/19","S08000026"," ","18-24 years","Female","Total","d",5," ","649.35"," ",5," ","649.35"," "
"2018/19","S08000026"," ","25-39 years","Male","Total","d",10," ","481.23"," ",10," ","481.23"," "
"2018/19","S08000026"," ","25-39 years","Female","Total","d",10," ","505.56"," ",10," ","505.56"," "
"2018/19","S08000026"," ","40-64 years","Male","Total","d",25," ","616.22"," ",15," ","369.73"," "
"2018/19","S08000026"," ","40-64 years","Female","Total","d",15," ","381.29"," ",10," ","254.19"," "
"2018/19","S08000026"," ","65plus years","Male","Total","d",15," ","682.75"," ",15," ","682.75"," "
"2018/19","S08000026"," ","65plus years","Female","Total","d",15," ","636.13"," ",10," ","424.09"," "
"2018/19","S08000028"," ","0-17 years","Male","Total","d",0," ","0"," ",0," ","0"," "
"2018/19","S08000028"," ","0-17 years","Female","Total","d",5," ","213.49"," ",5," ","213.49"," "
"2018/19","S08000028"," ","18-24 years","Male","Total","d",5," ","567.54"," ",5," ","567.54"," "
"2018/19","S08000028"," ","18-24 years","Female","Total","d",5," ","656.17"," ",5," ","656.17"," "
"2018/19","S08000028"," ","25-39 years","Male","Total","d",15," ","794.07"," ",15," ","794.07"," "
"2018/19","S08000028"," ","25-39 years","Female","Total","d",10," ","509.68"," ",10," ","509.68"," "
"2018/19","S08000028"," ","40-64 years","Male","Total","d",70," ","1439.14"," ",40," ","822.37"," "
"2018/19","S08000028"," ","40-64 years","Female","Total","d",35," ","728.41"," ",20," ","416.23"," "
"2018/19","S08000028"," ","65plus years","Male","Total","d",45," ","1445.55"," ",25," ","803.08"," "
"2018/19","S08000028"," ","65plus years","Female","Total","d",35," ","942.89"," ",20," ","538.79"," "
"2018/19","S08000029"," ","0-17 years","Male","Total","d",40," ","107.95"," ",30," ","80.96"," "
"2018/19","S08000029"," ","0-17 years","Female","Total","d",35," ","99.9"," ",30," ","85.63"," "
"2018/19","S08000029"," ","18-24 years","Male","Total","d",105," ","635.71"," ",65," ","393.53"," "
"2018/19","S08000029"," ","18-24 years","Female","Total","d",145," ","889.08"," ",70," ","429.21"," "
"2018/19","S08000029"," ","25-39 years","Male","Total","d",315," ","999.21"," ",180," ","570.98"," "
"2018/19","S08000029"," ","25-39 years","Female","Total","d",310," ","914.97"," ",170," ","501.76"," "
"2018/19","S08000029"," ","40-64 years","Male","Total","d",600," ","978.55"," ",305," ","497.43"," "
"2018/19","S08000029"," ","40-64 years","Female","Total","d",475," ","734.33"," ",250," ","386.49"," "
"2018/19","S08000029"," ","65plus years","Male","Total","d",730," ","2133.94"," ",340," ","993.89"," "
"2018/19","S08000029"," ","65plus years","Female","Total","d",1025," ","2476.98"," ",490," ","1184.12"," "
"2018/19","S08000030"," ","0-17 years","Male","Total","d",40," ","102.32"," ",25," ","63.95"," "
"2018/19","S08000030"," ","0-17 years","Female","Total","d",70," ","188.4"," ",45," ","121.11"," "
"2018/19","S08000030"," ","18-24 years","Male","Total","d",140," ","743.38"," ",90," ","477.88"," "
"2018/19","S08000030"," ","18-24 years","Female","Total","d",195," ","1061.98"," ",100," ","544.6"," "
"2018/19","S08000030"," ","25-39 years","Male","Total","d",455," ","1153.83"," ",295," ","748.09"," "
"2018/19","S08000030"," ","25-39 years","Female","Total","d",340," ","859.39"," ",190," ","480.25"," "
"2018/19","S08000030"," ","40-64 years","Male","Total","d",650," ","992.47"," ",400," ","610.75"," "
"2018/19","S08000030"," ","40-64 years","Female","Total","d",500," ","717.65"," ",280," ","401.88"," "
"2018/19","S08000030"," ","65plus years","Male","Total","d",585," ","1468.67"," ",345," ","866.14"," "
"2018/19","S08000030"," ","65plus years","Female","Total","d",780," ","1603.55"," ",450," ","925.13"," "
"2018/19","S08000031"," ","0-17 years","Male","Total","d",100," ","88.84"," ",75," ","66.63"," "
"2018/19","S08000031"," ","0-17 years","Female","Total","d",170," ","158.17"," ",95," ","88.39"," "
"2018/19","S08000031"," ","18-24 years","Male","Total","d",420," ","745.54"," ",225," ","399.4"," "
"2018/19","S08000031"," ","18-24 years","Female","Total","d",325," ","585.62"," ",175," ","315.33"," "
"2018/19","S08000031"," ","25-39 years","Male","Total","d",1855," ","1366.25"," ",895," ","659.19"," "
"2018/19","S08000031"," ","25-39 years","Female","Total","d",1105," ","819.25"," ",540," ","400.36"," "
"2018/19","S08000031"," ","40-64 years","Male","Total","d",3595," ","1981.64"," ",1620," ","892.98"," "
"2018/19","S08000031"," ","40-64 years","Female","Total","d",1915," ","968.56"," ",940," ","475.43"," "
"2018/19","S08000031"," ","65plus years","Male","Total","d",1830," ","2187.09"," ",795," ","950.13"," "
"2018/19","S08000031"," ","65plus years","Female","Total","d",2325," ","2120.33"," ",1015," ","925.65"," "
"2018/19","S08000032"," ","0-17 years","Male","Total","d",65," ","95.94"," ",45," ","66.42"," "
"2018/19","S08000032"," ","0-17 years","Female","Total","d",70," ","107.98"," ",50," ","77.13"," "
"2018/19","S08000032"," ","18-24 years","Male","Total","d",165," ","599.26"," ",105," ","381.35"," "
"2018/19","S08000032"," ","18-24 years","Female","Total","d",95," ","369.26"," ",65," ","252.65"," "
"2018/19","S08000032"," ","25-39 years","Male","Total","d",695," ","1170.72"," ",365," ","614.84"," "
"2018/19","S08000032"," ","25-39 years","Female","Total","d",390," ","618.03"," ",220," ","348.63"," "
"2018/19","S08000032"," ","40-64 years","Male","Total","d",1445," ","1294.3"," ",660," ","591.17"," "
"2018/19","S08000032"," ","40-64 years","Female","Total","d",755," ","629.43"," ",400," ","333.48"," "
"2018/19","S08000032"," ","65plus years","Male","Total","d",1200," ","2275.74"," ",460," ","872.37"," "
"2018/19","S08000032"," ","65plus years","Female","Total","d",1625," ","2441"," ",620," ","931.34"," "
"2018/19","RA2702"," ","0-17 years","Male","Total","d",0," ","",":",0," ","",":"
"2018/19","RA2702"," ","0-17 years","Female","Total","d",0," ","",":",0," ","",":"
"2018/19","RA2702"," ","18-24 years","Male","Total","d",5," ","",":",5," ","",":"
"2018/19","RA2702"," ","18-24 years","Female","Total","d",15," ","",":",15," ","",":"
"2018/19","RA2702"," ","25-39 years","Male","Total","d",45," ","",":",35," ","",":"
"2018/19","RA2702"," ","25-39 years","Female","Total","d",20," ","",":",15," ","",":"
"2018/19","RA2702"," ","40-64 years","Male","Total","d",65," ","",":",50," ","",":"
"2018/19","RA2702"," ","40-64 years","Female","Total","d",35," ","",":",25," ","",":"
"2018/19","RA2702"," ","65plus years","Male","Total","d",30," ","",":",20," ","",":"
"2018/19","RA2702"," ","65plus years","Female","Total","d",20," ","",":",15," ","",":"
"2018/19","RA2701"," ","0-17 years","Male","Total","d",0," ","",":",0," ","",":"
"2018/19","RA2701"," ","0-17 years","Female","Total","d",0," ","",":",0," ","",":"
"2018/19","RA2701"," ","18-24 years","Male","Total","d",5," ","",":",5," ","",":"
"2018/19","RA2701"," ","18-24 years","Female","Total","d",0," ","",":",0," ","",":"
"2018/19","RA2701"," ","25-39 years","Male","Total","d",40," ","",":",35," ","",":"
"2018/19","RA2701"," ","25-39 years","Female","Total","d",10," ","",":",5," ","",":"
"2018/19","RA2701"," ","40-64 years","Male","Total","d",50," ","",":",35," ","",":"
"2018/19","RA2701"," ","40-64 years","Female","Total","d",20," ","",":",10," ","",":"
"2018/19","RA2701"," ","65plus years","Male","Total","d",5," ","",":",5," ","",":"
"2018/19","RA2701"," ","65plus years","Female","Total","d",0," ","",":",0," ","",":"
"2018/19","RA2704"," ","0-17 years","Male","Total","d",5," ","",":",5," ","",":"
"2018/19","RA2704"," ","0-17 years","Female","Total","d",0," ","",":",0," ","",":"
"2018/19","RA2704"," ","18-24 years","Male","Total","d",20," ","",":",15," ","",":"
"2018/19","RA2704"," ","18-24 years","Female","Total","d",5," ","",":",5," ","",":"
"2018/19","RA2704"," ","25-39 years","Male","Total","d",135," ","",":",90," ","",":"
"2018/19","RA2704"," ","25-39 years","Female","Total","d",35," ","",":",25," ","",":"
"2018/19","RA2704"," ","40-64 years","Male","Total","d",140," ","",":",95," ","",":"
"2018/19","RA2704"," ","40-64 years","Female","Total","d",50," ","",":",30," ","",":"
"2018/19","RA2704"," ","65plus years","Male","Total","d",45," ","",":",45," ","",":"
"2018/19","RA2704"," ","65plus years","Female","Total","d",5," ","",":",5," ","",":"
"2018/19","RA2703"," ","0-17 years","Male","Total","d",0," ","",":",0," ","",":"
"2018/19","RA2703"," ","0-17 years","Female","Total","d",0," ","",":",0," ","",":"
"2018/19","RA2703"," ","18-24 years","Male","Total","d",5," ","",":",5," ","",":"
"2018/19","RA2703"," ","18-24 years","Female","Total","d",0," ","",":",0," ","",":"
"2018/19","RA2703"," ","25-39 years","Male","Total","d",10," ","",":",10," ","",":"
"2018/19","RA2703"," ","25-39 years","Female","Total","d",5," ","",":",5," ","",":"
"2018/19","RA2703"," ","40-64 years","Male","Total","d",15," ","",":",10," ","",":"
"2018/19","RA2703"," ","40-64 years","Female","Total","d",5," ","",":",5," ","",":"
"2018/19","RA2703"," ","65plus years","Male","Total","d",20," ","",":",5," ","",":"
"2018/19","RA2703"," ","65plus years","Female","Total","d",0," ","",":",0," ","",":"
"2019/20","S08000015"," ","0-17 years","Male","Total","d",25," ","71.27"," ",15," ","42.76"," "
"2019/20","S08000015"," ","0-17 years","Female","Total","d",60," ","178.62"," ",35," ","104.19"," "
"2019/20","S08000015"," ","18-24 years","Male","Total","d",65," ","448.62"," ",45," ","310.58"," "
"2019/20","S08000015"," ","18-24 years","Female","Total","d",65," ","481.2"," ",45," ","333.14"," "
"2019/20","S08000015"," ","25-39 years","Male","Total","d",375," ","1295.74"," ",220," ","760.17"," "
"2019/20","S08000015"," ","25-39 years","Female","Total","d",195," ","619.24"," ",120," ","381.07"," "
"2019/20","S08000015"," ","40-64 years","Male","Total","d",680," ","1123.95"," ",345," ","570.24"," "
"2019/20","S08000015"," ","40-64 years","Female","Total","d",440," ","651.52"," ",255," ","377.59"," "
"2019/20","S08000015"," ","65plus years","Male","Total","d",330," ","867.51"," ",190," ","499.47"," "
"2019/20","S08000015"," ","65plus years","Female","Total","d",445," ","963.45"," ",265," ","573.74"," "
